id|notificationreferencenumber|vehicleproperty_vin|vehicleproperty_description_short|nBody|nChas|BrandModel|BrandModel2|BrandModel3|Brand|Brand2
3122|2014-000-000969-357|XTA217030D0444846|LADA217030 LADA PRIORA2013|||||LADA 2170 PRIORA SEDAN|ATLETIC|
3123|2014-000-000970-000|XTA219010EY094366|LADA219010 LADA GRANTA2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
3124|2014-000-000971-056|VF1MAF4CE50322712|RENAULT MASTER2014||||||CITROEN|
3125|2014-000-000972-114|X7LLSRAGH7H084227|RENAULT LOGAN(SR)2007||||||RENAULT|
3126|2014-000-000973-808|JHMCU26809C213907|HONDA ACCORD2008||||||HONDA|
3127|2014-000-000974-853|XTA212140E2186506|LADA212140 LADA 4X42014|||||LADA 4X4|ATLETIC|
3128|2014-000-000975-911|XWB4A11BV6A069960|DAEWOO MATIZ2006||||||CHEVROLET|
3129|2014-000-000976-613|X9W214815E0000168|LIFAN 2148152014||||||BRILLIANCE|
3130|2014-000-000977-669|XTA217250E0261500|LADA217250 LADA PRIORA2014||||||ATLETIC|
3131|2014-000-000978-360|XTA217130C0085820|LADA217130 LADA PRIORA2012|||||LADA 2171 PRIORA WAGON|ATLETIC|
3132|2014-000-000979-429|XTA219010E0285287|LADA219010 LADA GRANTA2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
3133|2014-000-000980-125|X7L4SRAV451267343|RENAULT LOGAN2014||||||RENAULT|
3134|2014-000-000981-170|XUUNF197JBC006869|CHEVROLETKLAN (J200/Chevrolet lacetti)2011||||||CHEVROLET|
3135|2014-000-000982-703|XUFJF696JE3023358|CHEVROLET KL1J CRUZE2014||||||CADILLAC|
3136|2014-000-000983-759|XW8ZZZ61ZEG069196|VOLKSWAGEN POLO2014||||||AUDI|
3137|2014-000-000984-450|XTAKS0Y5LE0808893|LADAKS0Y5L LADA LARGUS2014||||||ATLETIC|
3138|2014-000-000985-676|XWB3L31CD8A284502|DAEWOO NEXIA2008||||||CHEVROLET|
3139|2014-000-000986-210|Z94CT41CBFR323625|HYUNDAI SOLARIS2014||||||HYUNDAI|
3140|2014-000-000987-439|Z94CT41DBFR327520|HYUNDAI SOLARIS2014||||||HYUNDAI|
3141|2014-000-000988-953|X7Y211440E0022495|LADA-211440-262013||||LADA 2114 SAMARA 2|LADA 2114 SAMARA 2|LADA|
3142|2014-000-000989-026|Z94CB41AAER219309|KIA RIO2014||||||HYUNDAI|
3143|2014-000-000990-714|Z94CT41DBFR326418|HYUNDAI SOLARIS2014||||||HYUNDAI|
3144|2014-000-000991-558||Маркамодель ТС: TOYOTA RACTIS; наименование ТС: легковой; категория ТС: B; год изготовления: 2011; модель№ двигателя: 1NZ D940494; кузов (кабинаприцеп): NCP125-2007516цвет кузова: черный; мощность двигателял. с. (кВт): 103 (77.25); рабочий объем двигателякуб. см: 1496; разрешенная максимальная массакг: 1435; масса без нагрузкикг: 1160; организация - изготовитель ТС (страна): TOYOTA (ЯПОНИЯ). Наименование (ф. и. о.) собственника: ЯРМОЛОВИЧ НАТАЛЬЯ ВАСИЛЬЕВНА; адрес: Г. ПЕТРОПАВЛОВ|||||||
3145|2014-000-000992-404||Маркамодель: грейдер TIANGONG PY220G; Сертификат соответствия: CN.МШ07.В00648 от 26.07.2010 г.выдан СЦ ООО СЕРТ-ТЕСТ; Год выпуска: 2010; Заводской номер машины (рамы): P2000217B; № двигателя: 87813030; № коробки передач: номер отсутствует; Цвет: желтый; Вид двигателя: колесный; Мощность двигателя: 2176 л.с.; Конструкционная масса: 16500 кг.; Габаритные размеры (мм): 9230/2800/3630; Свидетельство о регистрации машины: СА 566105 от 05.06.2013 г.выдано Государственной инспекцией Гостехнадз|||||||
3187|2014-000-001012-843|X5J279004C0005571|Автомобиль марки 2790-0000010-04 2790-0000010-04||||GAZ 3302|GAZ 3302|GAZ|
3188|2014-000-001013-511|X9FKXXEEBKCB60790|Автомобиль марки Ford Форд Фокус||||FORD OTHER|FORD OTHER|FORD|
3189|2014-000-001014-849|X9FKXXEEBKCY56631|Автомобиль марки FORD ФОРД ФОКУС||||FORD OTHER|FORD OTHER|FORD|
3190|2014-000-001015-023|XW8ZZZ7LZAG002257|Автомобиль марки VOLKSWAGEN TOUAREG||||||AUDI|
3146|2014-000-000993-731||Маркамодель: погрузчик фронтальный XCMG LW500F; Сертификат соответствия: C-CN.AB08.B00169 от 22.12.2010 г.выдан ООО ПРОМАШ ТЕСТ; Год выпуска: 2011; Заводской номер машины (рамы): 150BF0112728; № двигателя: O011A057113; № коробки передач: сведения отсутствуют; Основной ведущий мост (мосты) №: сведения отсутствуют Цвет: желтый; Вид двигателя: колесный; Мощность двигателя: 22041 л.с.; Конструкционная масса: 16000 кг.; Габаритные размеры (мм): 8010/3016/3350; Свидетельство о регистрации машин|||||||
3148|2014-000-000995-924|JMBLYV93WBJ004296|Маркамодель ТС: MITSUBISHI PAJERO 3.0 LWB; наименование ТС: легковой (универсал); категория ТС: В; год изготовления: 2011; модель№ двигателя: 6G72 XL7946; кузов (кабинаприцеп): JMBLYV93WBJ004296; цвет кузова: белый; мощность двигателял.с. (кВт): 178 (131); рабочий объем двигателякуб. см. 2972; разрешенная максимальная массакг: 2810; масса без нагрузкикг: 2185; организация - изготовитель ТС (страна): МИЦУБИСИ (ЯПОНИЯ). Наименование (ф.и.о.) собственника: ДРЕМИНА ЕЛЕНА ЮРЬЕВНА; адрес|||MITSUBISHI PAJERO||MITSUBISHI OTHER|MAZDA|
3149|2014-000-000996-797|X1F45143V80000609|Автомобиль самосвал КАМАЗ 45143-112-15; государственный регистрацинный знак К 130 ЕР 45; год выпуска 2008; паспорт транспортного средства 02 МР 751442; свидетельство о регистрации 45 ТА 720178; двигатель № 82503282; шасси ХТС65115R82343948. цвет оранжевый.|||||MAZ OTHER|HYUNDAI|
3150|2014-000-000996-797||Кормоуборочный комбайн РСМ-100 Дон-680М; государственный регистрацинный знак 45 КО 2079; год выпуска 2008; паспорт самоходной машины ВЕ 174651; свидетельство о регистрации ВМ 177946; двигатель № 80356564; цвет сырый.|||||||
3151|2014-000-000996-797|X1F8560E080015719|Прицеп самосвал НЕФАЗ-8560-02; государственный регистрацинный знак АК 026345; год выпуска 2008; паспорт транспортного средства 02 МР 749391; свидетельство о регистрации 45 ТА 720181; двигатель отсутствует; шасси отсутствуетцвет оранжевый.||||||HYUNDAI|
3152|2014-000-000996-797|X1F8560E080016418|Прицеп самосвал НЕФАЗ-8560-02; государственный регистрацинный знак АК 026245; год выпуска 2008; паспорт транспортного средства 02 МС 595641; свидетельство о регистрации 45 ТА 720180; двигатель отсутствует; шасси отсутствуетцвет оранжевый.||||||HYUNDAI|
3153|2014-000-000996-797|X1F45143V80000080|Автомобиль самосвал КАМАЗ 45143-112-15; государственный регистрацинный знак К 130 ЕР 45; год выпуска 2008; паспорт транспортного средства 02 МР 746500; свидетельство о регистрации 45 ТА 720179; двигатель № 82494836; шасси ХТС65115R82339821. цвет оранжевый.|||||MAZ OTHER|HYUNDAI|
3154|2014-000-000999-348|9BSP6X40003631308|седельный тягачтип грузовой (категория С)модель SCANIA P380CA6X4HNZгод выпуска 2008||||||SCANIA|
3155|2014-000-000999-348|XW4953971C0000499|полуприцеп самосвалтип прицепмодель 9539-0000070-10год выпуска 2012||||||GRUNWALD|
3158|2014-000-001002-856||Трактор БЕЛАРУС-82.1государственный регистрацинный знак 45 КМ 93-09; год выпуска 2008заводской номер 80871003паспорт самоходной машины ТС 268174; свидетельство о регистрации ВК 740553; двигатель № 372949. цвет синий|||||||
3159|2014-000-001003-242|VF1VY0C0VUC349768|автомобиль марки RENAULT KOLEOSтип ТС легковой2010 года выпуска||||||CITROEN|
3160|2014-000-001004-550||Комбайн Полесье КЗС-72007 года выпуска№ кузова 1893№ двигателя 061303данные ПТС ТА 110254|||||||
3161|2014-000-001005-445|JTMBH31V306083840|Автомобиль марки TOYOTA RAV 4год выпуска 2008регистрационный знак Р 406 ЕР 64ПТС 61 УВ 996533Свидетельство о регистрации ТС 64 ХВ 126568||||||TOYOTA|
3162|2014-000-001005-445|X1F45143J70000351|КамАЗ-45143-12-15год выпуска ТС 2007ПТС 02 ММ 240130свидетельство о регистрации ТС 64 СХ 105995регистрационный знак Р 305 КН|||||MAZ OTHER|HYUNDAI|
3163|2014-000-001005-445|SHSRE78709U000370|HONDA СR-Vгод выпуска ТС 2008ПТС 77 УА 626590свидетельство о регистрации ТС 64 ТМ 699151регистрационный знак Р 353 РН 64||||HONDA CR-V|HONDA CR-V|HONDA|
3185|2014-000-001010-848|RUMA0A1SSD0005974|Автомобиль марки Ssangyong Actyon Actyon|||SSANGYONG ACTYON|||MAZDA|
3186|2014-000-001011-501|WDC1641861A288311|Автомобиль марки MERCEDES-BENZ ML 350 4MATIC||||||MERCEDES-BENZ|
3191|2014-000-001016-717|Y3M5440ASC0003201|Автомобиль марки МАЗ МАЗ-5440AS-330-031||||MAZ OTHER|MAZ OTHER|MAZ|
3192|2014-000-001017-571|KNCWF03428K327994|Автомобиль марки KIA BONGO II||||||KIA|
3193|2014-000-001018-271|JTMHT05JX05017449|Автомобиль марки TOYOTA LAND CRUISER 200|||TOYOTA LAND CRUISER PRADO 120|||TOYOTA|
3194|2014-000-001019-587|Z94CB41AAFR222971|KiaKia Rio2014Голубой||||||HYUNDAI|
3195|2014-000-001020-820|VSKJVWR51U0386536|наименованиемарка модель- NISSAN PATHFINDER 2.5Dг.р.з В 828 НУ 262010 г.в.шасси №VSKJVWR15U0386536кузов №VSKJVWR15U0386536Свидетельство о регистрации ТС - 26 ТХ 414867ПТС - 78 УН 142598|||NISSAN PATHFINDER||VOLKSWAGEN OTHER|FORD|
3196|2014-000-001021-397|JTEBH3FJ305031454|TOYOTA LAND CRUZER 150 (PRADO)2011 г.в.||||||LEXUS|
3197|2014-000-001022-900|Z7G244000AS014524|маркамодель ТС FIAT DUCATO2010 года выпускамодель№ двигателя F1AE0481C942603кузов № Z7G244000AS014524цвет кузова - белыйрегистрационный знак О 567 КХ 03 RUS|||||FORD CARGO|FIAT|
3198|2014-000-000187-061/2||Зерноуборочный Комбайн РСМ-10Б Дон 1500Б 2003 года выпускадвигатель № 30176846свидетельство о регистрации ВН № 882772выдано 03.10.2011 годагосударственный регистрационный знак 34 ВК 5008|||||||
3199|2014-000-000187-061/2||Зерноуборочный Комбайн РСМ-10Б Дон 1500Б 2003 года выпускадвигатель № 30177807свидетельство о регистрации ВН № 882771выдано 03.10.2011 годагосударственный регистрационный знак 34 ВК 5007|||||||
3200|2014-000-001023-689||TOYOTA HARRIER1998 года выпускадвигатель 5S-0716775кузов SXU100002318цвет ЗЕЛЕНЫЙ-СЕРЫЙномерной знак М 717 ММ/79.|||||||
3201|2014-000-001024-361|JNRAS08W13X201487|INFINITI FX35год изготовления-2003модель двигателя-VQ35800582Aцвет-серыйобъем двигателя 3498тип двигателя-бензиновыйразрешенная максимальная масса - 2428масса без нагрузки - 1906ПТС № 78 ТТ 404664||||||INFINITI|
3202|2014-000-001027-872|YV1BZ8756C1126795|VOLVO XC70легковойгод изготовления 2011Цвет кузова (кабиныприцепа) - коричневыйПТС - 77 ТХ 715659||||||VOLVO|
3203|2014-000-001028-108|XLER4X2008S20S927|Автомобиль SCANIA R420LA 4x2 грузовой тягач седельныйПТС 78УН1225942008 г.в.цвет красный||||||SCANIA|
3204|2014-000-001028-108|X9627050070526162|Автомобиль ГАЗ2705грузовой фургон цельнометаллическийПТС 52 ММ 8652402007 г.в.цвет белый|||GAZ 2705|GAZ OTHER|GAZ OTHER|GAZ|
3205|2014-000-001031-191|XLRTE47XS0E608115|DAF 95 XF4302003 г.в.цвет желтыйПТС 39 ТУ 206633||||||DAF|
3206|2014-000-001032-257|Y6L211040BL224911|Автомобиль ВАЗ21124 Богдан 2110легковойПТС 36 УМ 9501862011 г.в.цвет черный||||BOGDAN OTHER|LADA OTHER|BOGDAN|
3244|2014-000-001035-154||SUBARU IMPREZA2005 г.в.модель№ двигателя: EJ15 C636426кузов (кабинаприцеп) №: GG3-042404цвет кузова (кабиныприцепа:) ЧЕРНЫЙрегистрационный знак: В300ХС38ПТС: 25 УМ 716390 выдан Владивостокской таможней11.12.2012 г.|||||KAMAZ 6426||
3245|2014-000-001036-250||Зерноуборочный комбайн РСМ-142 ACROS-5302008 года выпусказаводской № машины 001478заводской № двигателя 80260967основной ведущий мост № 328|||||||
3246|2014-000-001036-250||зерноуборочный комбайн РСМ-142 ACROS-5302008 года выпусказаводской № машины 001855заводской № двигателя 80266054основной ведущий мост № 0282|||||||
3247|2014-000-001036-250||зерноуборочный комбайн РСМ -142 ACROS-5302008 года выпусказаводской № машины 001866заводской № двигателя 80264736основной ведущий мост № 0277|||||||
3272|2014-000-001041-687|XW7BF4FK80S060242|TOYOTA CAMRY ЧЕРНЫЙ МЕТАЛЛИК|||TOYOTA CAMRY|||TOYOTA|
3273|2014-000-001042-548|VF1MAFECC50323197|RANAULT MASTER Белый||||||CITROEN|
3274|2014-000-001043-249|RUMKE8978EV030908|Автомобиль MAZDA CX-5||||||MAZDA|
3275|2014-000-001044-933|RUMGJ4238EV009888|MAZDA MAZDA 6 БЕЛЫЙ|||MAZDA 6|||MAZDA|
3276|2014-000-001045-442|XTA219010E0287715|LADA 219010 LADA GRANTA СИНИЙ|||LADA 2190 GRANTA 2 SEDAN||LADA 2190 GRANTA SEDAN|ATLETIC|
3277|2014-000-001040-345|XTT316300E0015480|UAZPATRIOT кварцметаллик||||||CHEVROLET|
3278|2014-000-001046-303|XTAKS015LE0824618|LADAKS015L LADA LARGUS красный|||LADA LARGUS VP|||ATLETIC|
3279|2014-000-001047-005|XW8ED25J5EK517642|Автомобиль SKODA FABIA||||||AUDI|
3280|2014-000-001048-050|XUFJA696JE3025083|Легковой автомобиль CHEVROLET CRUZE СЕРНЫЙ МЕТАЛЛИК|||CHEVROLET CRUZE|||CADILLAC|
3281|2014-000-001049-119|JTMHV05J805000269|Легковой автомобиль TOYOTA LANDCRUISER 200 серый||||||TOYOTA|
3282|2014-000-001050-807|XTAKS0Y5LE0818341|Автомобиль KS0Y5L LADA LARGUS||||||ATLETIC|
3283|2014-000-001051-852|Z8NBCAL33ES001691|NISAN TEANA Темно-бордовый||||||CITROEN|
3284|2014-000-001052-554|NMTBB3JE80R066323|TOYOTA COROLLA ЧЕРНЫЙ|||TOYOTA COROLLA|||TOYOTA|
3285|2014-000-001053-256|XTA217050E0483445|LADAPRIORA Светло-Серебристыйметалик||||||ATLETIC|
3286|2014-000-001057-562|WDD2120481A170480|Легковой автомобиль MERCEDES-BENZ E 200 CGI КОРИЧНЕВЫЙ||||||MERCEDES-BENZ|
3287|2014-000-001058-620|NMTBB4JE30R074450|TOYOTA COROLLA СЕРЕБРИСТЫЙ|||TOYOTA COROLLA|||TOYOTA|
3288|2014-000-001059-676|XWB3K32EDDA036392|DAEWOONEXIAбледно-черный||||||CHEVROLET|
3289|2014-000-001060-372|XTA219060EY096432|LADALADA GRANTAчерный||||||ATLETIC|
3290|2014-000-001061-430|XTA219020E0279213|LADA LADA 219020 LADA GRANTA ЗОЛОТИСТО-КОРИЧНЕВЫЙ|||LADA 2190 GRANTA 2 SEDAN||LADA 2190 GRANTA SEDAN|ATLETIC|
3291|2014-000-001062-950|SJNFBAJ11U1140526|Автомобиль NISSAN QASHQAI||||||NISSAN|
3292|2014-000-001054-121|TMBGK21Z5B2049459|Легковой автомобиль SKODAOCTAVIA черный||||||HYUNDAI|
3293|2014-000-001055-177|RUMKE1976EV033223|Легковой автомобиль MAZDACX-5 белый||||||MAZDA|
3294|2014-000-001056-860|XW8ZZZ16ZDN004038|VOLKSWAGENJETTAЧЕРНЫЙ||||||AUDI|
3295|2014-000-001063-188|X9W8622SDED000205|Автомобиль GEELY EMGRAND (FE-2)|||GEELY EMGRAND X7|||BRILLIANCE|
3296|2014-000-001064-710|X4XFR15420C486880|Автомобиль BMW 5281||||||ASIA|
3297|2014-000-001065-573|Z94CC41BBER216858|KIARIOБЕЛЫЙ||||||HYUNDAI|
3298|2014-000-001066-631|XTA217050E0482008|LADA 217050 LadaPriora|||||LADA 2170 PRIORA SEDAN|ATLETIC|
3299|2014-000-001067-687|RUMS0A1KSE0013913|Автомобиль SSANGYONG KYRON||||||MAZDA|
3300|2014-000-001068-228|XWEHN512BE0023373|Легковой автомобиль KIA JD (Cee'd) СЕРЕБРИСТЫЙ|||KIA CEED|||GENESIS|
3301|2014-000-001069-447|XTA219410E0031109|Автомобиль LADA 219410 LADA KALINA|||||LADA 2194 KALINA 2 WAGON|ATLETIC|
3302|2014-000-001070-961|XUFJA686JE3031317|CHEVROLETCRUZEбелый||||||CADILLAC|
3303|2014-000-001072-083|Z94CT41CAFR322428|HYNDAISOLARISСЕРЕБРИСТЫЙ||||||HYUNDAI|
3304|2014-000-001073-141|1B3CB4HA2AD606956|Легковой автомобиль DODGE CALIBER ЧЕРНЫЙ|||DODGE CALIBER|||CHRYSLER|
3305|2014-000-001074-835|X7LHSRDJN51113217|RENAULT DUSTER||||||RENAULT|
3306|2014-000-001075-880|XW8JJ65L5FH700196|Легковой автомобиль SKODA YETI белый|||SKODA YETI|||AUDI|
3307|2014-000-001076-205|XW8AD4NH8FK101044|SKODARAPIDчерный||||||AUDI|
3308|2014-000-001077-725|XTAKS0Y5LE0819112|Легковой автомобиль LADA LARGUS СЕРЕБРИСТЫЙ|||LADA LARGUS VP|||ATLETIC|
3309|2014-000-001078-785|XUS2227W0E0000818|АВТОБУС КЛАССА А ТС 2227WOБЕЛЫЙ|||||FORD TRANSIT|CITROEN|
3310|2014-000-001071-038|XTA219410E0034580|LADA 219410 LADA KALINA|||||LADA 2194 KALINA 2 WAGON|ATLETIC|
3311|2014-000-001079-595|Z94CT51DBCR066029|Легковой автомобиль HYUNDAI SOLARIS ЧЕРНЫЙ|||HYUNDAI SOLARIS|||HYUNDAI|
3312|2014-000-001080-291|Z783009A1D0007689|ГАЗ 3302 подержанный|||GAZ 3302|GAZ OTHER|GAZ OTHER|GAZ|
3313|2014-000-001081-345|XTA219470E0033322|Автомобиль LADA 219470 LADA KALINA|||||LADA 2194 KALINA 2 WAGON|ATLETIC|
3314|2014-000-001082-403|5TDKA3DC7CS011557|Автомобиль TOYTA SIENNA||||||TOYOTA|
3315|2014-000-001083-105|Z94CB41BBCR045058|Автомобиль KIA RIO подержанный|||KIA RIO|||HYUNDAI|
3326|2014-000-001089-530|X1P432000S0226935|УРАЛ 42112Бурильная (специальный)1995 года выпускаПТС №74 НН 065447 от 03.08.2012г.|||||LADA 2112 HATCHBACK|KAMAZ|
3327|2014-000-001090-861||Бульдозер Каматцу Д-355 А-31984 года выпусказаводской № машины 6041двигатель № 38955цвет желтый|||||||
3329|2014-000-001092-265||трактор Беларус 82.1-У12009 года выпускацвет синийдвигатель № 473027заводской № машины (рамы) 80898575коробка передач № 307630основной ведущий мост (мосты) № 419126-04607148|||||||
3330|2014-000-001097-697||Автомобиль Маркамодель ТС LEXUS RX 330 4WD; Тип ТС лекговой ; Год изготовления 2005 ; Модель№ двигателя 3MZ 4578915; Шасси (рама) № отсутствует ; Кузов (кабина) № отсутствует ; Цвет черный ; Тип двигателя бензиновый ; Паспорт ТС 78 ТН 181964выдан 22.12.2005 года.|||||GKB 819||
3331|2014-000-001098-121|XTC652000B1227140|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001749 Гос. регистрационный знак: T172MM 102 Номер ПТС: 16НЕ896547 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3332|2014-000-001098-121|XTC652000B1227829|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001740 Гос. регистрационный знак:T161MM 102 Номер ПТС: 16НЕ896995 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3333|2014-000-001098-121|XTC652000B1224361|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001733 Гос. регистрационный знак:T111MM 102 Номер ПТС: 16НЕ895015 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3334|2014-000-001098-121|XTC652000B1227694|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001734 Гос. регистрационный знак:T159MM 102 Номер ПТС: 16НЕ896933 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3335|2014-000-001098-121|XTC652000B1232248|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001751 Гос. регистрационный знак:T979XX 102 Номер ПТС: 16НК417146 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3336|2014-000-001098-121|XTC652000B1231956|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001744 Гос. регистрационный знак:T975XX 102 Номер ПТС: 16НК416971 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3337|2014-000-001098-121|XTC652000B1224306|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001730 Гос. регистрационный знак:T782PP 102 Номер ПТС: 16НЕ894982 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3338|2014-000-001098-121|XTC652000B1224255|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001727 Гос. регистрационный знак:T796PP 102 Номер ПТС: 16НЕ894993 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3339|2014-000-001098-121|XTC652000B1224047|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001725 Гос. регистрационный знак:T79IPP 102 Номер ПТС: 16НЕ894809 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3340|2014-000-001098-121|XTC652000B1232206|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001748 Гос. регистрационный знак:T972XX 102 Номер ПТС: 16НК417136 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3341|2014-000-001098-121|XTC652000B1232156|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001742 Гос. регистрационный знак: T973XX 102 Номер ПТС: 16НК417138 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3342|2014-000-001098-121|XTC652000B1230690|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001747 Гос. регистрационный знак:T607XX 102 Номер ПТС: 16НК416502 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3343|2014-000-001098-121|XTC652000B1232209|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001743 Гос. регистрационный знак:T959XX 102 Номер ПТС: 16НК417148 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3344|2014-000-001098-121|XTC652000B1230783|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001737 Гос. регистрационный знак:T565XX 102 Номер ПТС: 16НК416494 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3345|2014-000-001098-121|XTC652000B1230812|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001741 Гос. регистрационный знак:T604XX 102 Номер ПТС: 16НК416499 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3346|2014-000-001098-121|XTC652000B1230693|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001738 Гос. регистрационный знак:T605XX102 Номер ПТС: 16НК416507 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3347|2014-000-001098-121|XTC652000B1230689|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001746 Гос. регистрационный знак:T606XX 102 Номер ПТС: 16НК416511 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3348|2014-000-001098-121|XTC652000B1224308|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001731 Гос. регистрационный знак:T214CC 102 Номер ПТС: 16НЕ894986 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3349|2014-000-001098-121|XTC652000B1224259|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001729 Гос. регистрационный знак:T799PP 102 Номер ПТС: 16НЕ894994 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3350|2014-000-001098-121|XTC652000B1227812|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001739 Гос. регистрационный знак:T168MM 102 Номер ПТС: 16НЕ896994 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3351|2014-000-001098-121|XTC652000B1227714|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001745 Гос. регистрационный знак:T169MM 102 Номер ПТС: 16НЕ896935 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3352|2014-000-001098-121|XTC652000B1227684|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001750 Гос. регистрационный знак:T170MM 102 Номер ПТС: 16НЕ896936 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3353|2014-000-001098-121|XTC652000B1227700|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001736 Гос. регистрационный знак:T171MM 102 Номер ПТС: 16НЕ896932 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3354|2014-000-001098-121|XTC652000B1224364|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001735 Гос. регистрационный знак:T792PP 102 Номер ПТС: 16НЕ894991 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3355|2014-000-001098-121|XTC652000B1224052|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001723 Гос. регистрационный знак:T793PP 102 Номер ПТС: 16НЕ894812 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3356|2014-000-001098-121|XTC652000B1224309|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001722 Гос. регистрационный знак:T794PP 102 Номер ПТС: 16НЕ894984 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3357|2014-000-001098-121|XTC652000B1224230|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001726 Гос. регистрационный знак:T795PP 102 Номер ПТС: 16НЕ894985 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3358|2014-000-001098-121|XTC652000B1224237|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001724 Гос. регистрационный знак:T798PP 102 Номер ПТС: 16НЕ894992 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3359|2014-000-001098-121|XTC652000B1224310|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001732 Гос. регистрационный знак:T781PP 102 Номер ПТС: 16НЕ894983 Год выпуска: 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3360|2014-000-001098-121|XTC652000B1224257|Модель транспортного средства: Самосвал КАМАЗ 6520 Инвентарный номер: 00001728 Гос. регистрационный знак:T213CC 102 Номер ПТС: 16НЕ894987 Год выпуска : 2011|||KAMAZ 6520||MAZ OTHER|GAZ|
3362|2014-000-001100-476|JSAJTD54V00270060|SUZUKI GRAND VITARA2008 г.в.рег. знак- О 848 СУ 64цвет: серыймодель№ двигатель: J20A 532350||||||SUZUKI|
3363|2014-000-001101-375|JMBLNNA4W8Z001018|Mitsubishi Grandis 2.4 тип т/с - Легковые прочие2008 года выпуска|||MITSUBISHI GRANDIS|||MAZDA|
